1	37	01	00A	3700386	000	03361	North Carolina Cyber Academy	1	NO	www.myncca.com	9842629237	2800 Meridian Parkway	Suite 150		Durham	NC	27713		2800 Meridian Parkway	Suite 150		Durham	NC	27713		1			YES			NO		01SBE	02SEA		
2	37	01	00B	3700398	000	03362	NC Virtual Academy	1	NO	ncva.k12.com/	9193460121	4220 NC Highway 55	Suite 130		Durham	NC	27713		4220 NC Highway 55	Suite 130		Durham	NC	27713		1			YES			NO		01SBE	02SEA 		
3	37	01	010	3700030	303	02972	ABSS Early College at ACC	1	NO	amc.abss.k12.nc.us	3365064001	PO Box 8000			Graham	NC	27253		1247 Jimmie Kerr Road			Graham	NC	27253		1			NO			NO				
4	37	01	010	3700030	304	00001	Alexander Wilson Elementary	1	NO	awe.abss.k12.nc.us	3365781366	2518 NC 54			Graham	NC	27253		2518 NC 54			Graham	NC	27253		1			NO			NO				
5	37	01	010	3700030	308	00002	Altamahaw-Ossipee Elementary	1	NO	aoe.abss.k12.nc.us	3365386030	2832 N NC 87			Elon	NC	27244		2832 N NC 87			Elon	NC	27244		1			NO			NO				
6	37	01	010	3700030	310	00196	Broadview Middle	1	NO	brm.abss.k12.nc.us/	3365706195	2229 Broadview Drive			Burlington	NC	27217	4303	2229 Broadview Drive			Burlington	NC	27217	4303	1			NO			NO				
7	37	01	010	3700030	311	03171	Career and Technical Education Center	3	NO		3365706092	2550 Buckingham Road			Burlington	NC	27217		2550 Buckingham Road			Burlington	NC	27217		1			NO			NO				
8	37	01	010	3700030	312	02838	Highland Elementary	1	NO	hle.abss.k12.nc.us	3365388700	3720 Bonnar Bridge Parkway			Burlington	NC	27215		3720 Bonnar Bridge Parkway			Burlington	NC	27215		1			NO			NO				
9	37	01	010	3700030	320	00005	E M Yoder Elementary	1	NO	eye.abss.k12.nc.us	9195633722	301 N Charles Street			Mebane	NC	27302	2328	301 N Charles Street			Mebane	NC	27302	2328	1			NO			NO				
10	37	01	010	3700030	324	00006	Eastern Alamance High	1	NO	eah.abss.k12.nc.us	9195635991	4040 Mebane Rogers			Mebane	NC	27302	9729	4040 Mebane Rogers			Mebane	NC	27302	9729	1			NO			NO				
11	37	01	010	3700030	326	00197	Eastlawn Elementary	1	NO	eae.abss.k12.nc.us	3365706180	502 N Graham Hopedale Road			Burlington	NC	27217	2945	502 N Graham Hopedale Road			Burlington	NC	27217	2945	1			NO			NO				
12	37	01	010	3700030	328	00007	Edwin M Holt Elementary	1	NO	ehe.abss.k12.nc.us	3365706420	4751 S NC 62			Burlington	NC	27215		4751 S NC 62			Burlington	NC	27215		1			NO			NO				
13	37	01	010	3700030	340	00008	Elon Elementary	1	NO	ece.abss.k12.nc.us	3365386000	730 Walker Road			Elon	NC	27244	9304	730 Walker Road			Elon	NC	27244	9304	1			NO			NO				
